,index,isbn,book_title,book_author,year_of_publication,publisher,img_l,Summary,Category,Borrowed
2192,2192,0553104039,Tidings of Great Joy,Sandra Brown,1997,Bantam,http://images.amazon.com/images/P/0553104039.01.LZZZZZZZ.jpg,"A marriage of convenience between architect Ria Lavender and mayoral
candidate Taylor Mackensie--the result of an unanticipated pregnancy--
breaks out into a passionate fire at Christmas, in a holiday romance.",Fiction,32
2193,2193,0380713802,Neither Here nor There: Travels in Europe,Bill Bryson,1999,Perennial,http://images.amazon.com/images/P/0380713802.01.LZZZZZZZ.jpg,"The result is Neither Here Nor There, an affectionate and riotously
funny pilgrimage from the frozen wastes of Scandinavia to the chaotic
tumult of Istanbul, with stops along the way in Europe&#39;s most
diverting and historic locales.",Travel,33
2194,2194,0061099570,The Crown of Columbus,Louise Erdrich,1992,Harper Mass Market Paperbacks,http://images.amazon.com/images/P/0061099570.01.LZZZZZZZ.jpg,"A very pregnant anthropologist finds the diary of Columbus in the
basement of the Dartmouth library and travels to the Bahamas with her
lover and son to find what the diary refers to as &quot;the greatest
treasure of Europe.&quot; Reprint.",Fiction,23
2195,2195,0449001245,Naked Came the Manatee,Carl Hiaasen,1998,Ballantine Books,http://images.amazon.com/images/P/0449001245.01.LZZZZZZZ.jpg,"A story of suspense written serially by thirteen Florida writers--
including Dave Barry, Carl Hiaasen, and Elmore Leonard--features such
strange occurances as a riot in Coconut Grove and an appearance by
Fidel Castro.",Fiction,23
2196,2196,0373250134,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250134.01.LZZZZZZZ.jpg,"Slightly Single by Wendy Markham released on Dec 25, 2001 is available
now for purchase.",Fiction,43
2197,2197,068480154X,TENDER IS THE NIGHT,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/068480154X.01.LZZZZZZZ.jpg,"A modern classic, this edition has been restored by Fitzgerald scholar
James L.W. West III and features a personal foreword by Fitzgerald’s
great-granddaughter Blake Hazard and a new introduction by bestselling
Amor Towles.",Fiction,22
2198,2198,0446613843,The Jester,James Patterson,2004,Warner Books,http://images.amazon.com/images/P/0446613843.01.LZZZZZZZ.jpg,You are about to begin the most thrilling James Patterson novel yet.,Fiction,77
2199,2199,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books,http://images.amazon.com/images/P/0671024094.01.LZZZZZZZ.jpg,"NYPD criminalist Lincoln Rhyme joins his beautiful protégé, Amelia
Sachs, in the hunt for the Coffin Dancer -- an ingenious killer who
changes appearance even faster than he adds to his trail of victims.",Fiction,82
2200,2200,0440217563,Voyager,DIANA GABALDON,1994,Dell,http://images.amazon.com/images/P/0440217563.01.LZZZZZZZ.jpg,"Time-travelling Claire Randall returns to her own time, pregnant and
weary, and resumes her life, but her memories of her eighteenth-
century Scottish lover Jamie Fraser will not die, leading her to a
desperate decision to return to him",Fiction,95
2201,2201,0060560754,The Dim Sum of All Things,Kim Wong Keltner,2004,Avon Trade,http://images.amazon.com/images/P/0060560754.01.LZZZZZZZ.jpg,"Then you&#39;ll laugh, you&#39;ll cry, you&#39;ll realize this book is
better than a Broadway production of Cats when you read scenes that
include: twenty-something Lindsey Owyang mastering the intricacies of
office voicemail and fax dialing an ...",Fiction,24
2202,2202,0312284683,Faking It,Jennifer Crusie,2002,St. Martin's Press,http://images.amazon.com/images/P/0312284683.01.LZZZZZZZ.jpg,"Matilda Goodnight and Davy Dempsey are both trying to get the upper
hand with gold-digging Clea Lewis, but they forge a temporary alliance
to take on an inept art collector, an exasperated hitman, and a
seductive femme fatale.",Fiction,50
2203,2203,0312303467,Bet Me,Jennifer Crusie,2004,St. Martin's Press,http://images.amazon.com/images/P/0312303467.01.LZZZZZZZ.jpg,". . . Genuine laughs.&quot; -People &quot;A hoot. Oh, go ahead.
Indulge.&quot; - Entertainment Weekly &quot;Few popular writers handle
light romantic comedy as deftly as Jennifer Crusie. . . . A funny,
fast-moving, densely plotted comedy/caper.",Fiction,29
2204,2204,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg,"While helping her sister film a video in Temptation, Ohio, Sophie
Dempsey encounters the town&#39;s handsome mayor, Phin Tucker, and the
unlikely duo finds themselves drawn into a bizarre web of scandal,
gossip, blackmail, adultery, and murder.",Fiction,98
2205,2205,0345452593,Therapy,Jonathan Kellerman,2004,Ballantine Books,http://images.amazon.com/images/P/0345452593.01.LZZZZZZZ.jpg,"The brutal killings of a young couple--the troubled Gavin Quick and an
unidentified female victim--draws LAPD Detective Milo Sturgis and
psychologist Alex Delaware into a search for a cold-blooded killer.",Fiction,23
2206,2206,0373250479,Slightly Settled (Red Dress Ink),Wendy Markham,2004,Red Dress Ink,http://images.amazon.com/images/P/0373250479.01.LZZZZZZZ.jpg,"In this rollicking sequel to Slightly Single, Tracey Spadolini, while
campaigning for a promotion at work, finds herself torn between three
men--her boss&#39;s sexy roommate, her ex-boyfriend, and the man she
used to think was Mr. Right.",Fiction,23
2207,2207,0385319347,Lost in Translation,Nicole Mones,1998,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385319347.01.LZZZZZZZ.jpg,"Alice Mennegen, an American translator in Beijing, joins professor Lin
Shiyang on an archaeological expedition that becomes a breathtaking
erotic journey across some of the most far-flung regions of China and
into her past.",Fiction,42
2208,2208,0425185508,Picture Perfect,Jodi Picoult,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425185508.01.LZZZZZZZ.jpg,"Falling madly in love and beginning what she believed would be the
perfect marriage with Hollywood leading man Alex Rivers, renowned
anthropologist Cassie Barret is heartbroken when their fairy-tale
romance falls apart. Reissue.",Fiction,21
2209,2209,0440220459,Drop Shot (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1996,Dell,http://images.amazon.com/images/P/0440220459.01.LZZZZZZZ.jpg,"Investigating the killing of a burned-out tennis star, sports agent
Myron Bolitar uncovers a connection between the victim and a rising
star from the wrong side of the tracks, while a corrupt senator and
organized crime watch his every move ...",Fiction,29
2210,2210,0517593343,Spring Collection,Judith Krantz,1996,Random House Inc,http://images.amazon.com/images/P/0517593343.01.LZZZZZZZ.jpg,"Justine Loring, a former model and owner of a successful Manhattan
modeling agency, and her associate are delighted to be selected to
work the new spring collection of designer Marco Lombardi, sponsored
by Swiss billionaire Jacques Necker, ...",Fiction,43
2211,2211,0525947914,Just One Look,Harlan Coben,2004,Dutton Books,http://images.amazon.com/images/P/0525947914.01.LZZZZZZZ.jpg,"A seemingly innocuous twenty-year-old photograph turns Grace
Lawson&#39;s peaceful life upside down when her husband, Jack,
mysteriously vanishes with the photograph and unanswered questions
threaten her marriage and everything she knows.",Fiction,33
2212,2212,0553566067,Virtual Light,WILLIAM GIBSON,1994,Bantam,http://images.amazon.com/images/P/0553566067.01.LZZZZZZZ.jpg,"In 2005, in two Californias divided along seismic fault lines of power
and wealth, ex-cop Berry Rydell is assigned to track people down
through a maze of Virtual Reality",Fiction,34
2213,2213,0743418700,Salem Falls,Jodi Picoult,2001,Atria,http://images.amazon.com/images/P/0743418700.01.LZZZZZZZ.jpg,"Robbed of his teaching career and reputation by a student&#39;s false
accusations, Jack St. Bride is struggling to rebuild his life, but
fresh accusations of rape by teenage girls from his former school
threaten to destroy him once again.",Fiction,48
2214,2214,0743448677,Without Pity : Ann Rule's Most Dangerous Killers,Ann Rule,2003,Pocket,http://images.amazon.com/images/P/0743448677.01.LZZZZZZZ.jpg,"A collection of true-crime tales, selected from the author&#39;s
&quot;Crime Files&quot; series, is accompanied by three new cases that
chronicle the crimes of seemingly ordinary men possessing a twisted
obsession with violence and death.",True Crime,37
2215,2215,076791404X,She's Not There : A Life in Two Genders,JENNIFER FINNEY BOYLAN,2003,Broadway,http://images.amazon.com/images/P/076791404X.01.LZZZZZZZ.jpg,"To this extraordinary true story, Boylan brings the humorous, fresh
voice that won her accolades as one of the best comic novelists of her
generation.",Biography Autobiography,29
2216,2216,1401300316,The Center of Everything,Laura Moriarty,2003,Hyperion,http://images.amazon.com/images/P/1401300316.01.LZZZZZZZ.jpg,"Fending for herself in the wake of a chronically unemployed,
dysfunctional mother, ten-year-old Evelyn Bucknow experiences feelings
of confinement in their small Midwestern town and suffers the
heartache of a first love.",Fiction,41
2217,2217,006001203X,Dr. Atkins' New Diet Revolution,Robert C. Atkins,2001,Avon Books,http://images.amazon.com/images/P/006001203X.01.LZZZZZZZ.jpg,"With Dr. Atkins&#39; New Diet Revolution you get everything you need:
essential medical and nutritional information, a helpful carbohydrate
gram counter, low-carb meal plans and dozens of mouth-watering recipes
for everything from appetizers to ...",Health Fitness,112
2218,2218,0140293450,About a Boy,Nick Hornby,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0140293450.01.LZZZZZZZ.jpg,Will is thirty-six but acts like a teenager.,Fiction,26
2219,2219,006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,2003,Regan Books,http://images.amazon.com/images/P/006053429X.01.LZZZZZZZ.jpg,"What I hope is that people reading this book will bear in mind that we
are human beings first, inmates second.",Language Arts Disciplines,24
2220,2220,0312988249,Compulsion (Frank Clevenger),Keith Ablow,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312988249.01.LZZZZZZZ.jpg,"It&#39;s trapped him. As his own demons rise to the surface, he must
play the ultimate mind game to catch a killer-and make it out alive...
&quot;Keith Ablow is king of the psychological thriller.",Fiction,27
2221,2221,0345422783,How Reading Changed My Life (Library of Contemporary Thought),Anna Quindlen,1998,Ballantine Books,http://images.amazon.com/images/P/0345422783.01.LZZZZZZZ.jpg,"Reading lists of some of the author&#39;s favorite books accompany her
thoughts on the role of books and reading in her life",Biography Autobiography,25
2222,2222,0345433165,The Right Hand of Evil,John Saul,1999,Ballantine Books,http://images.amazon.com/images/P/0345433165.01.LZZZZZZZ.jpg,"But the house has a life of its own. Abandoned for the last forty
years, surrounded by thick trees and a stifling sense of melancholy,
the sprawling three-story Victorian house seems to swallow up the
sunlight, along with people&#39;s lives.",Fiction,101
2223,2223,0345453816,Killjoy,Julie Garwood,2003,Ballantine Books,http://images.amazon.com/images/P/0345453816.01.LZZZZZZZ.jpg,"FBI profiler Avery Delaney becomes involved in a case that hits close
to home when her aunt accepts the offer from her soon-to-be-ex-husband
of a vacation at a posh spa, only to vanish mysteriously before
reaching her destination.",Fiction,96
2224,2224,0374527229,Ex Libris : Confessions of a Common Reader,Anne Fadiman,2000,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374527229.01.LZZZZZZZ.jpg,"A collection of essays discusses the central and joyful importance of
books and reading in the author&#39;s life.",Literary Collections,42
2225,2225,0385299087,Heartbeat,Danielle Steel,1991,Delacorte Press,http://images.amazon.com/images/P/0385299087.01.LZZZZZZZ.jpg,"When Adrian Townsend and Bill Thigpen first bump into each other
during a midnight trip to the supermarket, neither of them expects to
fall in love, but the two forge an unlikely relationship Townshed
collided in a supermarket.",Fiction,104
2226,2226,0385306059,Wings,DANIELLE STEEL,1994,Delacorte Press,http://images.amazon.com/images/P/0385306059.01.LZZZZZZZ.jpg,"In a novel set between the two World Wars, young Cassie O&#39;Malley
pushes herself to the limits and battles the odds to rise to the
heights of the aviation world. 1,100,000 first printing. $1,000,000
ad/promo.",Fiction,82
2227,2227,0385335520,The Cottage,Danielle Steel,2002,Delacorte Press,http://images.amazon.com/images/P/0385335520.01.LZZZZZZZ.jpg,"Investigating his girlfriend&#39;s mysterious disappearance, Will
Klein learns that she is somehow tied to his brother&#39;s death and
becomes increasingly disturbed when he realizes that everyone he loves
is harboring dark secrets.",Fiction,93
2228,2228,0385336306,Safe Harbour,DANIELLE STEEL,2003,Delacorte Press,http://images.amazon.com/images/P/0385336306.01.LZZZZZZZ.jpg,"Struggling with a terrible accident that devastated her family, young
Pip meets artist Matt Bowles, whose friendship helps Pip and her
mother heal, until an unresolved issue from Matt&#39;s past
compromises their progress.",Fiction,26
2229,2229,039915180X,Hidden Prey,John Sandford,2004,Putnam Publishing Group,http://images.amazon.com/images/P/039915180X.01.LZZZZZZZ.jpg,"When Vladimir Orslov, a man with ties to the highest levels of
government, is found shot to death along the shore of Lake Superior,
Lucas Davenport must take on the local cops, the FBI, and the Russians
as he attempts to unravel the case, ...",Fiction,26
2230,2230,0425132951,The House of Thunder,Dean R. Koontz,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425132951.01.LZZZZZZZ.jpg,"Twelve years after the death of her lover in a college hazing, Susan
Thornton, hospitalized after a serious accident, sees the four men
responsible for his death",Fiction,101
2231,2231,0440177049,Season of Passion,Danielle Steel,1980,Dell,http://images.amazon.com/images/P/0440177049.01.LZZZZZZZ.jpg,"When she is just past eighteen, Kate meets super football star Tom
Harper and falls in love.",Fiction,45
2232,2232,0440200563,Fine Things,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440200563.01.LZZZZZZZ.jpg,"The story of a man who learns that one&#39;s capacity to love is not
reached until it is tested.",Fiction,84
